IncidentID,AgencyORI,AgencyName,IncidentStatusDesc,County,RdwyNumber,Street,RoadwayName,StreetSfx,StreetDir,IntersectionRdwy,IntersectionRdwyName,BetweenStRdwy1,BetweenStRdwyName1,BetweenStRdwy2,BetweenStRdwyName2,Latitude,Longitude,Milepoint,CollisionDate,CollisionTime,UnitsInvolved,MotorVehiclesInvolved,NumberKilled,NumberInjured,Weather,RdwyConditionCode,HitandRun,DirAnalysisCode,MannerofCollision,RdwyCharacter,LightCondition,RampFromRdwyId,RampToRdwyId,AcceptedDate,IsSecondaryCollision,OwnerBadge,IncidentStatus,InjurySeverityCde,KABCO Code,KABCO,Environmental_Factors,Human_Factors,Vehicular_Factors
27636154,0870000,MONTGOMERY CTY SHERIFF DEPT,Accepted,MONTGOMERY,US0060,,OWINGSVILLE,RD,,,,,,,,38.131687,-83.87595092,12.085,1/2/2021,1630,1,1,0,1,CLEAR,WET,FALSE,RAN OFF ROADWAY (1 VEHICLE WITH/EARTH EMBANKMENT/DITCH),SINGLE VEHICLE,CURVE & GRADE,DAYLIGHT,,,44201.44024,FALSE,245,Accepted,5,3,B,,OVERCORRECTING/OVERSTEERING,
27636155,0870000,MONTGOMERY CTY SHERIFF DEPT,Accepted,MONTGOMERY,KY0011,1900,LEVEE,RD,,,,,,,,38.02594584,-83.94842574,8.216,1/2/2021,25,1,1,0,1,CLOUDY,WET,FALSE,RAN OFF ROADWAY (1 VEHICLE WITH/EARTH EMBANKMENT/DITCH),SINGLE VEHICLE,CURVE & LEVEL,DARK-HWY NOT LIGHTED,,,44201.44031,FALSE,234,Accepted,5,2,A,,"NOT UNDER PROPER CONTROL, OVERCORRECTING/OVERSTEERING, TOO FAST FOR CONDITIONS",
27636160,0870000,MONTGOMERY CTY SHERIFF DEPT,Accepted,MONTGOMERY,US0060,3060,OWINGSVILLE,RD,,,,,,,,38.08608364,-83.89967757,8.485,1/3/2021,516,1,1,0,1,RAINING,WET,FALSE,RAN OFF ROADWAY (1 VEHICLE WITH/EARTH EMBANKMENT/DITCH),SINGLE VEHICLE,STRAIGHT & HILLCREST,DARK-HWY NOT LIGHTED,,,44201.4407,FALSE,234,Accepted,2,2,A,SLIPPERY SURFACE,"EMOTIONAL, NOT UNDER PROPER CONTROL",
27636247,0870000,MONTGOMERY CTY SHERIFF DEPT,Accepted,MONTGOMERY,US0460,,MAIN,ST,,,,,,,,37.95452017,-83.78566048,21.366,1/4/2021,1047,1,1,0,1,CLOUDY,DRY,FALSE,RAN OFF ROADWAY (1 VEHICLE WITH/EARTH EMBANKMENT/DITCH),SINGLE VEHICLE,CURVE & LEVEL,DAYLIGHT,,,44201.45573,FALSE,228,Accepted,3,3,B,,NOT UNDER PROPER CONTROL,
27642063,0870100,MT. STERLING POLICE DEPARTMENT,Accepted,MONTGOMERY,,,MAYSVILLE,ST,N,,HIGH,,,,,38.05757236,-83.94247642,,1/5/2021,1457,2,2,0,0,CLEAR,DRY,FALSE,OPPOSING LEFT TURN,OPPOSING LEFT TURN,STRAIGHT & GRADE,DAYLIGHT,,,44202.74173,FALSE,153,Accepted,5,5,O,,INATTENTION,
27646793,0870100,MT. STERLING POLICE DEPARTMENT,Accepted,MONTGOMERY,KY0686,,INDIAN MOUND,DR,,,VANCE,,,,,38.07367685,-83.9512245,0.168,1/6/2021,1651,2,2,0,0,CLEAR,DRY,FALSE,REAR END IN TRAFFIC LANES BOTH VEHICLES MOVING,REAR END,STRAIGHT & LEVEL,DAYLIGHT,,,44203.88435,FALSE,152,Accepted,5,5,O,,MISJUDGE CLEARANCE,
27647432,0870100,MT. STERLING POLICE DEPARTMENT,Accepted,MONTGOMERY,US0460,,MAYSVILLE,ST,N,,,,,,,38.07590301,-83.94909887,8.199,1/7/2021,1714,1,1,0,0,CLEAR,DRY,FALSE,COLLISION WITH FIXED OBJECT NON - INTERSECTION - FIRST EVENT COLLISION 09 - 32 EXCLUDING 16,SINGLE VEHICLE,STRAIGHT & LEVEL,DUSK,,,44204.05716,FALSE,152,Accepted,5,5,O,,TURNING IMPROPERLY,
27648522,0870000,MONTGOMERY CTY SHERIFF DEPT,Accepted,MONTGOMERY,US0060,860,WINCHESTER,RD,,,,,,,,38.05322737,-83.96197004,3.985,1/2/2021,949,1,1,0,0,CLOUDY,DRY,FALSE,COLLISION WITH FIXED OBJECT NON - INTERSECTION - FIRST EVENT COLLISION 09 - 32 EXCLUDING 16,SINGLE VEHICLE,STRAIGHT & GRADE,DAYLIGHT,,,44204.442,FALSE,216,Accepted,5,5,O,,LOST CONSCIOUSNESS/FAINTED,
27652978,0870100,MT. STERLING POLICE DEPARTMENT,Accepted,MONTGOMERY,KY0686,,INDIAN MOUND,DR,,,,,,,,38.05963361,-83.95588143,1.255,1/8/2021,1851,2,2,0,0,CLEAR,DRY,FALSE,SIDESWIPE COLLISION - SAME DIRECTION,SIDESWIPE-SAME DIRECTION,STRAIGHT & LEVEL,DARK-HWY LIGHTED/ON,,,44205.86691,FALSE,154,Accepted,5,5,O,,INATTENTION,
27655697,0870100,MT. STERLING POLICE DEPARTMENT,Accepted,MONTGOMERY,US0060,,MAIN,ST,W,,,,,,,38.05387894,-83.95594823,4.341,1/8/2021,1024,2,2,0,0,CLEAR,DRY,FALSE,OTHER ROADWAY OR MID-BLOCK COLLISION,REAR END,STRAIGHT & LEVEL,DAYLIGHT,,,44206.86805,FALSE,156,Accepted,5,5,O,,INATTENTION,
27671147,0870000,MONTGOMERY CTY SHERIFF DEPT,Accepted,MONTGOMERY,US0460,,MAIN,ST,,,,,,,,37.98300213,-83.86870604,16.361,1/5/2021,1306,3,3,0,1,CLOUDY,DRY,FALSE,REAR END IN TRAFFIC LANES BOTH VEHICLES MOVING,REAR END,STRAIGHT & LEVEL,DAYLIGHT,,,44210.51862,FALSE,226,Accepted,5,4,C,,FAILED TO YIELD RIGHT OF WAY,
27671151,0870000,MONTGOMERY CTY SHERIFF DEPT,Accepted,MONTGOMERY,,,MONTGOMERY CO HIGH SCHOOL ARENA,DR,,,,,,,,38.04527231,-83.9429367,0.154,1/5/2021,2117,2,2,0,0,CLEAR,DRY,TRUE,1 VEHICLE PARKED POSITION (NOT PARKING LOT/DRIVEWAY),BACKING,STRAIGHT & LEVEL,DARK-HWY NOT LIGHTED,,,44210.51933,FALSE,246,Accepted,5,5,O,,"IMPROPER BACKING, MISJUDGE CLEARANCE",
27671172,0870000,MONTGOMERY CTY SHERIFF DEPT,Accepted,MONTGOMERY,US0460,4220,CAMARGO,RD,,,,,,,,37.99532836,-83.89108856,14.832,1/6/2021,701,2,2,0,0,CLOUDY,DRY,FALSE,SIDESWIPE COLLISION - SAME DIRECTION,SIDESWIPE-SAME DIRECTION,STRAIGHT & GRADE,DARK-HWY NOT LIGHTED,,,44210.52177,FALSE,234,Accepted,5,5,O,,"FAILED TO YIELD RIGHT OF WAY, INATTENTION",
27671174,0870000,MONTGOMERY CTY SHERIFF DEPT,Accepted,MONTGOMERY,,,STEPSTONE,RD,,,,,,,,38.0896439,-83.8692997,1.586,1/11/2021,1005,2,2,0,0,CLOUDY,DRY,FALSE,SIDESWIPE COLLISION - OPPOSITE DIRECTION,SIDESWIPE-OPPOSITE DIRECTION,STRAIGHT & LEVEL,DAYLIGHT,,,44210.52294,FALSE,228,Accepted,5,5,O,,,
27671232,0870000,MONTGOMERY CTY SHERIFF DEPT,Accepted,MONTGOMERY,KY0713,,SPENCER,PIKE,,,TAPP,,,,,38.02669923,-83.7963027,15.384,1/12/2021,1708,2,2,0,0,CLEAR,DRY,TRUE,SIDESWIPE-SAME DIRECTION,SIDESWIPE-SAME DIRECTION,STRAIGHT & LEVEL,DAYLIGHT,,,44210.54252,FALSE,245,Accepted,5,5,O,,IMPROPER PASSING,
27671238,0870000,MONTGOMERY CTY SHERIFF DEPT,Accepted,MONTGOMERY,KY0011,3448,LEVEE,RD,,,,,,,,38.0025061,-83.94092097,6.383,1/13/2021,630,1,1,0,0,CLOUDY,DRY,TRUE,COLLISION WITH FIXED OBJECT NON - INTERSECTION - FIRST EVENT COLLISION 09 - 32 EXCLUDING 16,SINGLE VEHICLE,CURVE & GRADE,DARK-HWY NOT LIGHTED,,,44210.54354,FALSE,228,Accepted,5,5,O,,NOT UNDER PROPER CONTROL,
27680006,0870100,MT. STERLING POLICE DEPARTMENT,Accepted,MONTGOMERY,US0060,325,MAIN,ST,W,,SWISS STONE,,,,,38.05460519,-83.94934152,4.692,1/6/2021,1639,1,1,0,0,CLOUDY,DRY,FALSE,,SINGLE VEHICLE,STRAIGHT & LEVEL,DAYLIGHT,,,44213.12806,FALSE,121,Accepted,5,5,O,,EMOTIONAL,
27680579,KSP0800,"KY STATE POLICE, POST 08",Accepted,MONTGOMERY,US0460,,MAIN,ST,,,,,,,,37.97634461,-83.85088636,17.442,1/1/2021,2047,2,2,0,0,CLOUDY,WET,FALSE,OTHER ROADWAY OR MID-BLOCK COLLISION,OPPOSING LEFT TURN,STRAIGHT & LEVEL,DARK-HWY LIGHTED/ON,,,44213.41419,FALSE,106,Accepted,5,5,O,,INATTENTION,
27689781,0870100,MT. STERLING POLICE DEPARTMENT,Accepted,MONTGOMERY,,205,EVANS,AVE,,,VANCE,,,,,38.07544633,-83.95138335,0.162,1/18/2021,30,2,2,0,0,SNOWING,SNOW/SLUSH,FALSE,,ANGLE,STRAIGHT & LEVEL,DARK-HWY LIGHTED/ON,,,44215.92801,FALSE,121,Accepted,5,5,O,SLIPPERY SURFACE,NOT UNDER PROPER CONTROL,
27697253,0870100,MT. STERLING POLICE DEPARTMENT,Accepted,MONTGOMERY,US0060,,MAIN,ST,W,,,,,,,38.05466475,-83.94786531,4.793,1/21/2021,828,2,2,0,0,CLOUDY,WET,FALSE,1 VEHICLE ENTERING/LEAVING ENTRANCE,ANGLE,CURVE & HILLCREST,DAYLIGHT,,,44217.75893,FALSE,128,Accepted,5,5,O,,OTHER,
27697862,0870100,MT. STERLING POLICE DEPARTMENT,Accepted,MONTGOMERY,KY0686,,INDIAN MOUND,DR,,,,,,,,38.05378226,-83.956249,1.661,1/20/2021,1744,2,2,0,0,CLEAR,DRY,FALSE,OTHER ROADWAY OR MID-BLOCK COLLISION,REAR END,STRAIGHT & LEVEL,DAYLIGHT,,,44217.94255,FALSE,120,Accepted,5,5,O,,INATTENTION,
27697863,0870100,MT. STERLING POLICE DEPARTMENT,Accepted,MONTGOMERY,US0460,,MAYSVILLE,RD,,,,,,,,38.07895681,-83.9496757,7.953,1/20/2021,1928,2,2,0,0,CLEAR,DRY,FALSE,OTHER ROADWAY OR MID-BLOCK COLLISION,REAR END,STRAIGHT & LEVEL,DAYLIGHT,,,44217.94262,FALSE,120,Accepted,5,5,O,,"CELL PHONE, INATTENTION",
27697864,0870100,MT. STERLING POLICE DEPARTMENT,Accepted,MONTGOMERY,US0060,,MAIN,ST,E,,,,,,,38.05788691,-83.93561464,5.497,1/21/2021,1447,4,4,1,0,CLEAR,DRY,FALSE,1 VEHICLE PARKED POSITION (NOT PARKING LOT/DRIVEWAY),ANGLE,STRAIGHT & LEVEL,DAYLIGHT,,,44217.94266,FALSE,156,Accepted,5,1,K,,OTHER,
27703527,0870100,MT. STERLING POLICE DEPARTMENT,Accepted,MONTGOMERY,,,HIGH,ST,E,,,,,,,38.0585268,-83.93876147,0.101,1/12/2021,1129,2,2,0,0,CLEAR,DRY,FALSE,1 VEHICLE PARKED POSITION (NOT PARKING LOT/DRIVEWAY),SIDESWIPE-SAME DIRECTION,STRAIGHT & LEVEL,DAYLIGHT,,,44219.61899,FALSE,115,Accepted,5,5,O,,,
27709810,0870000,MONTGOMERY CTY SHERIFF DEPT,Accepted,MONTGOMERY,KY0686,,INDIAN MOUND,DR,,,,,,,,38.07167416,-83.91693216,6.094,1/6/2021,1338,2,2,0,0,CLOUDY,DRY,FALSE,1 VEHICLE ENTERING/LEAVING ENTRANCE,ANGLE,STRAIGHT & LEVEL,DAYLIGHT,,,44221.58124,FALSE,226,Accepted,5,5,O,,"DISREGARD TRAFFIC CONTROL, FAILED TO YIELD RIGHT OF WAY",
27709812,0870000,MONTGOMERY CTY SHERIFF DEPT,Accepted,MONTGOMERY,,,MOHICAN,TRL,,,,,,,,37.96058506,-83.88777743,0.079,1/12/2021,925,2,2,0,0,CLEAR,DRY,FALSE,1 VEHICLE PARKED POSITION (NOT PARKING LOT/DRIVEWAY),REAR END,STRAIGHT & GRADE,DAYLIGHT,,,44221.58137,FALSE,226,Accepted,5,5,O,OTHER,"FAILED TO YIELD RIGHT OF WAY, MISJUDGE CLEARANCE",
27709818,0870000,MONTGOMERY CTY SHERIFF DEPT,Accepted,MONTGOMERY,US0460,,CAMARGO,RD,,,,,,,,37.99560564,-83.89204264,14.775,1/15/2021,1618,2,2,0,0,CLEAR,WET,FALSE,1 VEHICLE PARKED POSITION (NOT PARKING LOT/DRIVEWAY),HEAD ON,STRAIGHT & HILLCREST,DAYLIGHT,,,44221.58159,FALSE,246,Accepted,5,5,O,,"DISTRACTION, INATTENTION",
27709820,0870000,MONTGOMERY CTY SHERIFF DEPT,Accepted,MONTGOMERY,KY0646,9125,CREAM ALLEY,RD,,,,,,,,37.96290376,-83.91022355,3.064,1/11/2021,939,1,1,0,0,CLEAR,DRY,FALSE,COLLISION WITH FIXED OBJECT NON - INTERSECTION - FIRST EVENT COLLISION 09 - 32 EXCLUDING 16,SINGLE VEHICLE,STRAIGHT & LEVEL,DAYLIGHT,,,44221.58168,FALSE,241,Accepted,5,5,O,,"DRUG INVOLVEMENT, FELL ASLEEP",
27709821,0870000,MONTGOMERY CTY SHERIFF DEPT,Accepted,MONTGOMERY,US0060,,OWINGSVILLE,RD,,,,,,,,38.08587995,-83.89977067,8.47,1/11/2021,1110,2,2,0,0,CLEAR,DRY,TRUE,1 VEHICLE ENTERING/LEAVING ENTRANCE,ANGLE,STRAIGHT & LEVEL,DAYLIGHT,,,44221.58173,FALSE,241,Accepted,5,5,O,,INATTENTION,
27713131,0870000,MONTGOMERY CTY SHERIFF DEPT,Accepted,MONTGOMERY,KY0713,3653,PREWITT GRASSY LICK,RD,,,,,,,,38.09680415,-84.0164317,0.523,1/19/2021,1653,1,1,0,1,CLEAR,DRY,FALSE,COLLISION WITH FIXED OBJECT NON - INTERSECTION - FIRST EVENT COLLISION 09 - 32 EXCLUDING 16,SINGLE VEHICLE,STRAIGHT & LEVEL,DAYLIGHT,,,44222.53523,FALSE,245,Accepted,5,3,B,,FELL ASLEEP,
27713134,0870000,MONTGOMERY CTY SHERIFF DEPT,Accepted,MONTGOMERY,US0060,3379,OWINGSVILLE,RD,,,OAK GROVE,,,,,38.09837855,-83.8971446,9.353,1/19/2021,500,2,2,0,0,CLOUDY,DRY,FALSE,ANGLE COLLISION - OTHER,ANGLE,STRAIGHT & LEVEL,DARK-HWY NOT LIGHTED,,,44222.53529,FALSE,231,Accepted,5,5,O,,"FAILED TO YIELD RIGHT OF WAY, INATTENTION",
27713140,0870000,MONTGOMERY CTY SHERIFF DEPT,Accepted,MONTGOMERY,,624,BRENTWOOD,DR,,,,,,,,38.07394206,-83.90688882,0.214,1/21/2021,1913,2,2,0,0,CLEAR,DRY,FALSE,1 VEHICLE PARKED POSITION (NOT PARKING LOT/DRIVEWAY),BACKING,STRAIGHT & LEVEL,DARK-HWY NOT LIGHTED,,,44222.53539,FALSE,246,Accepted,5,5,O,,INATTENTION,
27713170,0870000,MONTGOMERY CTY SHERIFF DEPT,Accepted,MONTGOMERY,KY0213,,KY213,,,,,,,,,37.92606508,-83.86265187,1.584,1/16/2021,1226,1,1,0,0,"SLEET, HAIL, FREEZING RAIN",ICE,FALSE,RAN OFF ROADWAY (1 VEHICLE WITH/EARTH EMBANKMENT/DITCH),SINGLE VEHICLE,CURVE & LEVEL,DAYLIGHT,,,44222.53621,FALSE,275,Accepted,5,5,O,SLIPPERY SURFACE,,
27713174,0870000,MONTGOMERY CTY SHERIFF DEPT,Accepted,MONTGOMERY,US0460,4510,CAMARGO,RD,,,,,,,,37.99339994,-83.88597239,15.149,1/21/2021,1011,1,1,0,0,CLOUDY,DRY,FALSE,COLLISION WITH FIXED OBJECT NON - INTERSECTION - FIRST EVENT COLLISION 09 - 32 EXCLUDING 16,SINGLE VEHICLE,STRAIGHT & LEVEL,DAYLIGHT,,,44222.53647,FALSE,228,Accepted,5,5,O,,MISJUDGE CLEARANCE,
27713176,0870000,MONTGOMERY CTY SHERIFF DEPT,Accepted,MONTGOMERY,KY3363,,SAWMILL,RD,,,,,,,,37.92785933,-83.90950141,0.282,1/24/2021,1330,2,2,0,0,RAINING,WET,FALSE,SIDESWIPE COLLISION - OPPOSITE DIRECTION,SIDESWIPE-OPPOSITE DIRECTION,CURVE & LEVEL,DAYLIGHT,,,44222.53655,FALSE,228,Accepted,5,5,O,SLIPPERY SURFACE,NOT UNDER PROPER CONTROL,
27715378,0870100,MT. STERLING POLICE DEPARTMENT,Accepted,MONTGOMERY,,103,RONAMEKI,DR,,,,,,,,38.05441659,-83.95498251,0.034,1/26/2021,1645,2,2,0,0,CLEAR,DRY,TRUE,1 VEHICLE PARKED POSITION (NOT PARKING LOT/DRIVEWAY),BACKING,STRAIGHT & LEVEL,DAYLIGHT,,,44222.92349,FALSE,120,Accepted,5,5,O,,"IMPROPER BACKING, INATTENTION",
27718301,0870100,MT. STERLING POLICE DEPARTMENT,Accepted,MONTGOMERY,KY0686,,INDIAN MOUND,DR,,,PATSY,,,,,38.07103408,-83.95538415,0.449,1/25/2021,1829,2,2,0,0,CLOUDY,WET,FALSE,ANGLE COLLISION - OTHER,ANGLE,STRAIGHT & HILLCREST,DARK-HWY NOT LIGHTED,,,44223.61857,FALSE,154,Accepted,5,5,O,,INATTENTION,
27735870,0870100,MT. STERLING POLICE DEPARTMENT,Accepted,MONTGOMERY,,,YOUNG,LN,,,VANCE,,,,,38.07439174,-83.95159266,0.275,1/31/2021,1927,2,2,0,0,RAINING,WET,FALSE,HEAD-ON COLLISION,HEAD ON,STRAIGHT & LEVEL,DARK-HWY LIGHTED/ON,,,44228.60719,FALSE,154,Accepted,5,5,O,,INATTENTION,"WINDOWS, WINDSHIELD"
27741471,0870100,MT. STERLING POLICE DEPARTMENT,Accepted,MONTGOMERY,US0460,,MAYSVILLE,ST,N,,EVERETT,,,,,38.05849499,-83.94277397,9.414,1/29/2021,2100,1,1,0,0,CLEAR,DRY,FALSE,,SINGLE VEHICLE,STRAIGHT & LEVEL,DARK-HWY LIGHTED/ON,,,44229.89206,FALSE,121,Accepted,5,5,O,,"ALCOHOL INVOLVEMENT, NOT UNDER PROPER CONTROL",
27741472,0870100,MT. STERLING POLICE DEPARTMENT,Accepted,MONTGOMERY,,,WINCHESTER,RD,,,INDIAN MOUND ,,,,,38.05378067,-83.95626162,,2/2/2021,1435,2,2,0,0,CLEAR,DRY,FALSE,OTHER INTERSECTION COLLISIONS,REAR END,STRAIGHT & LEVEL,DAYLIGHT,,,44229.89211,FALSE,153,Accepted,5,5,O,,DISTRACTION,
27744858,0870000,MONTGOMERY CTY SHERIFF DEPT,Accepted,MONTGOMERY,KY1331,,HOWARDS MILL,RD,,,,,,,,38.06185179,-83.81767927,5.17,1/13/2021,118,1,1,0,0,CLEAR,DRY,FALSE,RAN OFF ROADWAY (1 VEHICLE WITH/EARTH EMBANKMENT/DITCH),SINGLE VEHICLE,STRAIGHT & LEVEL,DARK-HWY NOT LIGHTED,,,44230.67535,FALSE,248,Accepted,5,5,O,,NOT UNDER PROPER CONTROL,OTHER
27744863,0870000,MONTGOMERY CTY SHERIFF DEPT,Accepted,MONTGOMERY,KY0011,,LEVEE,RD,,,,,,,,38.00291815,-83.94061308,6.402,1/17/2021,1405,1,1,0,0,CLEAR,WET,FALSE,OTHER COLLISIONS ON SHOULDER,SINGLE VEHICLE,CURVE & LEVEL,DAYLIGHT,,,44230.67556,FALSE,241,Accepted,5,5,O,SLIPPERY SURFACE,,
27744864,0870000,MONTGOMERY CTY SHERIFF DEPT,Accepted,MONTGOMERY,US0060,,OWINGSVILLE,RD,,,,,,,,38.1303582,-83.87671407,11.99,1/24/2021,1019,1,1,0,0,CLEAR,WET,FALSE,OTHER COLLISIONS ON SHOULDER,SINGLE VEHICLE,CURVE & GRADE,DAYLIGHT,,,44230.67564,FALSE,241,Accepted,5,5,O,SLIPPERY SURFACE,,
27744866,0870000,MONTGOMERY CTY SHERIFF DEPT,Accepted,MONTGOMERY,US0460,,CAMARGO,RD,,,,,,,,38.03135836,-83.92653608,11.571,1/29/2021,1837,2,2,0,0,CLEAR,DRY,FALSE,REAR END IN TRAFFIC LANES BOTH VEHICLES MOVING,REAR END,STRAIGHT & GRADE,DARK-HWY NOT LIGHTED,,,44230.67577,FALSE,246,Accepted,5,5,O,,"FOLLOWING TOO CLOSE, INATTENTION",
27744870,0870000,MONTGOMERY CTY SHERIFF DEPT,Accepted,MONTGOMERY,US0460,,MAIN,ST,,,,,,,,37.97916655,-83.85915423,16.95,2/1/2021,1704,2,2,0,3,SNOWING,ICE,FALSE,HEAD-ON COLLISION,HEAD ON,STRAIGHT & LEVEL,DAYLIGHT,,,44230.67596,FALSE,292,Accepted,2,2,A,SLIPPERY SURFACE,FAILED TO KEEP PROPER LANE,
27744876,0870000,MONTGOMERY CTY SHERIFF DEPT,Accepted,MONTGOMERY,,,OLD OWINGSVILLE,RD,,,,,,,,38.06353246,-83.92896093,2.006,1/31/2021,308,1,1,0,1,SNOWING,SNOW/SLUSH,FALSE,RAN OFF ROADWAY (1 VEHICLE WITH/EARTH EMBANKMENT/DITCH),SINGLE VEHICLE,STRAIGHT & GRADE,DARK-HWY NOT LIGHTED,,,44230.67617,FALSE,234,Accepted,3,3,B,SLIPPERY SURFACE,TOO FAST FOR CONDITIONS,
27744884,0870000,MONTGOMERY CTY SHERIFF DEPT,Accepted,MONTGOMERY,,51,CLARENCE,DR,,,,,,,,38.09265953,-83.90078075,0.17,2/1/2021,1000,1,1,0,0,SNOWING,WET,FALSE,OTHER ROADWAY OR MID-BLOCK COLLISION,SINGLE VEHICLE,STRAIGHT & GRADE,DAYLIGHT,,,44230.67658,FALSE,228,Accepted,5,5,O,,,OTHER
27744887,0870000,MONTGOMERY CTY SHERIFF DEPT,Accepted,MONTGOMERY,KY0011,,LEVEE,RD,,,,,,,,37.99242614,-83.94115199,5.681,1/30/2021,1422,2,2,0,1,CLOUDY,DRY,FALSE,1 VEHICLE ENTERING/LEAVING ENTRANCE,ANGLE,STRAIGHT & LEVEL,DAYLIGHT,,,44230.67671,FALSE,226,Accepted,5,4,C,,FAILED TO YIELD RIGHT OF WAY,
27744888,0870000,MONTGOMERY CTY SHERIFF DEPT,Accepted,MONTGOMERY,,,MIDLAND,TRL,,KY1991,HINKSTON,,,,,38.08319637,-83.92578076,0.901,2/2/2021,1617,2,2,0,0,CLEAR,DRY,FALSE,ANGLE COLLISION - OTHER,ANGLE,STRAIGHT & LEVEL,DAYLIGHT,,,44230.6768,FALSE,245,Accepted,5,5,O,,TURNING IMPROPERLY,
27744892,0870000,MONTGOMERY CTY SHERIFF DEPT,Accepted,MONTGOMERY,KY0011,,LEVEE,RD,,,,,,,,37.99252925,-83.94113553,5.689,1/30/2021,1813,2,2,0,0,SNOWING,SNOW/SLUSH,TRUE,SIDESWIPE COLLISION - OPPOSITE DIRECTION,SIDESWIPE-OPPOSITE DIRECTION,,DARK-HWY NOT LIGHTED,,,44230.67696,FALSE,246,Accepted,5,5,O,,"IMPROPER PASSING, INATTENTION, NOT UNDER PROPER CONTROL",
27749913,0870100,MT. STERLING POLICE DEPARTMENT,Accepted,MONTGOMERY,US0460,,MAYSVILLE,RD,N,,I 64 RAMP,,,,,38.0788878,-83.94957205,,2/3/2021,1452,2,2,0,0,CLEAR,DRY,FALSE,SIDESWIPE-SAME DIRECTION,SIDESWIPE-SAME DIRECTION,STRAIGHT & LEVEL,DAYLIGHT,,,44231.76473,FALSE,153,Accepted,5,5,O,,"DISREGARD TRAFFIC CONTROL, INATTENTION",
27749914,0870100,MT. STERLING POLICE DEPARTMENT,Accepted,MONTGOMERY,US0460,,MAYSVILLE,ST,N,,,,,,,38.07486077,-83.94844138,,2/4/2021,1036,2,2,0,0,CLEAR,DRY,FALSE,OTHER ROADWAY OR MID-BLOCK COLLISION,REAR TO REAR,STRAIGHT & LEVEL,DAYLIGHT,,,44231.7648,FALSE,153,Accepted,5,5,O,,MISJUDGE CLEARANCE,
27754508,0870100,MT. STERLING POLICE DEPARTMENT,Accepted,MONTGOMERY,US0460,,MAYSVILLE,ST,N,,EVANS,,,,,38.07603903,-83.94896983,8.146,2/4/2021,1720,2,2,0,0,CLOUDY,DRY,FALSE,,REAR END,STRAIGHT & LEVEL,DAYLIGHT,,,44232.90087,FALSE,121,Accepted,5,5,O,,INATTENTION,
27760142,0870100,MT. STERLING POLICE DEPARTMENT,Accepted,MONTGOMERY,US0060,441,MAIN,ST,W,,,,,,,38.0540471,-83.95393801,4.453,2/7/2021,632,1,1,0,0,SNOWING,SNOW/SLUSH,FALSE,COLLISION WITH FIXED OBJECT NON - INTERSECTION - FIRST EVENT COLLISION 09 - 32 EXCLUDING 16,SINGLE VEHICLE,STRAIGHT & LEVEL,DARK-HWY LIGHTED/ON,,,44234.92755,FALSE,155,Accepted,5,5,O,SLIPPERY SURFACE,,
27760143,0870100,MT. STERLING POLICE DEPARTMENT,Accepted,MONTGOMERY,US0460,,MAYSVILLE,ST,N,KY0686,INDIAN MOUND,,,,,38.07412977,-83.94833901,8.279,2/1/2021,1254,2,2,0,0,CLEAR,SNOW/SLUSH,FALSE,REAR END - ONE VEHICLE TURNING RIGHT,REAR END,STRAIGHT & LEVEL,DAYLIGHT,,,44234.92759,FALSE,155,Accepted,5,5,O,SLIPPERY SURFACE,INATTENTION,
27763592,0870100,MT. STERLING POLICE DEPARTMENT,Accepted,MONTGOMERY,US0460,,MAYSVILLE,ST,N,,,,,,,38.07405413,-83.9482325,8.288,2/7/2021,1636,2,2,0,0,CLEAR,DRY,TRUE,OTHER ROADWAY OR MID-BLOCK COLLISION,REAR END,STRAIGHT & LEVEL,DAYLIGHT,,,44235.6117,FALSE,154,Accepted,5,5,O,,,
27785580,0870100,MT. STERLING POLICE DEPARTMENT,Accepted,MONTGOMERY,KY0686,,INDIAN MOUND,DR,,,,,,,,38.0538333,-83.9564893,1.656,2/14/2021,1642,2,2,0,0,CLOUDY,DRY,FALSE,1 VEHICLE ENTERING/LEAVING ENTRANCE,ANGLE,STRAIGHT & LEVEL,DAYLIGHT,,,44242.65692,FALSE,149,Accepted,5,5,O,,DISREGARD TRAFFIC CONTROL,
27785582,0870100,MT. STERLING POLICE DEPARTMENT,Accepted,MONTGOMERY,KY0686,,INDIAN MOUND,DR,,US0060,MAIN,,,,,38.05388255,-83.95621845,1.658,2/10/2021,1224,3,3,0,1,CLEAR,DRY,FALSE,ANGLE COLLISION - OTHER,ANGLE,STRAIGHT & LEVEL,DAYLIGHT,,,44242.65704,FALSE,155,Accepted,5,3,B,,LOST CONSCIOUSNESS/FAINTED,
27788347,0870100,MT. STERLING POLICE DEPARTMENT,Accepted,MONTGOMERY,US0060,,MAIN,ST,E,,,,,,,38.06012696,-83.93275812,5.722,2/13/2021,2151,1,1,0,0,"SLEET, HAIL, FREEZING RAIN",ICE,FALSE,COLLISION WITH FIXED OBJECT NON - INTERSECTION - FIRST EVENT COLLISION 09 - 32 EXCLUDING 16,SINGLE VEHICLE,STRAIGHT & LEVEL,DARK (UNKNOWN ROADWAY LIGHTING),,,44243.95678,FALSE,152,Accepted,5,5,O,SLIPPERY SURFACE,,
